ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
104 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
106 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
108 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
110 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
112 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
114 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
116 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
118 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
120 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
122 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
201 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
203 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
205 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
207 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
209 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
211 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
213 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
215 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
217 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
219 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
222 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
220 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
218 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
216 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
214 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
212 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
210 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
208 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
206 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
204 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
202 7 WESTPARK CM SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
8350 9 AV SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
8354 9 AV SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
8358 9 AV SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
8362 9 AV SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
8366 9 AV SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
8370 9 AV SW,Residential,WEST SPRINGS,"M-X1,R-2M","MULTIPOLYGON (((-114.2094992 51.0601899, -114.2094974 51.0597872, -114.2085885 51.0597872, -114.2084773 51.0597872, -114.2084787 51.0600537, -114.2084803 51.0604107, -114.2084812 51.0606248, -114.2084815 51.060672, -114.2090928 51.0606707, -114.2091484 51.0606706, -114.2093596 51.0606706, -114.2095785 51.0606707, -114.2096297 51.0606706, -114.2096296 51.0606347, -114.2094539 51.060635, -114.2094539 51.0606323, -114.2093652 51.0606325, -114.2093651 51.0606097, -114.2092902 51.0606099, -114.2092885 51.0602163, -114.2093658 51.0602162, -114.2093657 51.0601929, -114.2094338 51.0601928, -114.2094338 51.06019, -114.2094992 51.0601899)))"
