ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
12V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
13V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
14V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
15V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
16V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
17V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
18V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
19V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
20V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
21V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
22V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
23V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
24V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
25V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
26V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
27V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
28V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
29V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
30V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
31V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
32V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
33V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
34V 310 15 AV SW,Residential,BELTLINE,"CC-MH,CC-MHX,DC","MULTIPOLYGON (((-114.0686333 51.0388253, -114.0685877 51.0388512, -114.0685771 51.0389996, -114.068562 51.0392077, -114.0686706 51.0392109, -114.0687792 51.0392139, -114.0688879 51.039217, -114.0689439 51.0392186, -114.0689965 51.0392201, -114.0690508 51.0392216, -114.0691052 51.0392231, -114.0692138 51.0392262, -114.0692577 51.0392273, -114.0692673 51.0392277, -114.0693225 51.0392292, -114.0694311 51.0392323, -114.0694592 51.0388485, -114.0693505 51.0388454, -114.0692954 51.0388439, -114.0692418 51.0388424, -114.0691332 51.0388393, -114.0690245 51.0388363, -114.0689718 51.0388348, -114.0689158 51.0388332, -114.0688072 51.0388302, -114.0686985 51.0388271, -114.0686333 51.0388253)))"
